,소재지도로명주소,위도,경도,시도,시군구,기타,아침,점심,저녁,월,화,수,목,금,토,일,노인만 대상,운영시작,운영종료년도,폐업,급식일
727,전라남도 영암군 금정면 용두로 11-19,34.8617712,126.7486404,전라남도,영암군,금정면 용두로 11-19,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
728,전라남도 영암군 덕진면 내촌길 9-2,34.816824,126.6970804,전라남도,영암군,덕진면 내촌길 9-2,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
729,전라남도 영암군 삼호읍 세가래로 88,34.748522,126.474655,전라남도,영암군,삼호읍 세가래로 88,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
730,전라북도 전주시 완산구 관선1길 60,35.8190195,127.1572491,전라북도,전주시,완산구 관선1길 60,0,1,0,1,1,1,1,1,0,0,1,2016,2017,폐업,5
731,경상북도 성주군 성주읍 경산길 33-1,35.9156622,128.2843144,경상북도,성주군,성주읍 경산길 33-1,0,1,0,1,0,0,0,1,0,0,1,2010,0,운영,2
732,경상북도 성주군 성주읍 예산3길 8-4,35.9244472,128.2859217,경상북도,성주군,성주읍 예산3길 8-4,0,1,0,0,1,1,0,0,0,0,1,2004,0,운영,2
733,충청북도 청주시 상당구 원봉로 52-1(용암동),36.614349,127.5097009817,충청북도,청주시,상당구 원봉로 52-1(용암동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
734,충청북도 청주시 상당구 대성로172번길 21(수동),36.6412346899,127.492943,충청북도,청주시,상당구 대성로172번길 21(수동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
735,충청북도 청주시 상당구 사직대로 350번길99(서문동),36.632151,127.4866338350,충청북도,청주시,상당구 사직대로 350번길99(서문동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
736,충청북도 청주시 서원구 구룡산로 290(수곡동),36.617429,127.476581,충청북도,청주시,서원구 구룡산로 290(수곡동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
737,충청북도 청주시 서원구 흥덕로 42 (사직동),36.6396858055,127.4740143297,충청북도,청주시,서원구 흥덕로 42 (사직동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
738,충청북도 청주시 흥덕구 가로수로 1370번길16(복대동),36.633045,127.445315,충청북도,청주시,흥덕구 가로수로 1370번길16(복대동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
739,충청북도 청주시 흥덕구 1순환로 392(신봉동),36.6562277538,127.471971,충청북도,청주시,흥덕구 1순환로 392(신봉동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
740,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,36.6351763314,127.3232684689,충청북도,청주시,흥덕구 오송읍 오송생명1로 180,0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
741,충청북도 청주시 흥덕구 서부로1225(가경동),36.6117457905,127.4366390710,충청북도,청주시,흥덕구 서부로1225(가경동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
742,충청북도 청주시 청원구 충청대로 107번길 1(율량동),36.6660761650,127.4931066995,충청북도,청주시,청원구 충청대로 107번길 1(율량동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
743,충청북도 청주시 청원구 충청대로 62번길 1-18(내덕동),36.6627565410,127.4948169858,충청북도,청주시,청원구 충청대로 62번길 1-18(내덕동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
744,충청북도 청주시 청원구 오창읍 중심상업2로 32,36.7123636641,127.4332053524,충청북도,청주시,청원구 오창읍 중심상업2로 32,0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
745,충청북도 청주시 서원구 원흥로 11-10(산남동),36.6074652839,127.4702985091,충청북도,청주시,서원구 원흥로 11-10(산남동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
746,전라북도 고창군 고창읍 천변남로 40,35.43394337,126.6966954,전라북도,고창군,고창읍 천변남로 40,0,1,0,1,1,1,1,1,0,0,1,2018,2020,폐업,5
747,"부산광역시 북구 백양대로 1108, 낙동빌딩(구포동)",35.2033756,129.0003279,부산광역시,북구,"백양대로 1108, 낙동빌딩(구포동)",0,1,0,0,0,0,1,1,1,0,1,0,0,운영,3
748,부산광역시 북구 의성로127번길 90 (덕천동),35.21036002,129.0161283,부산광역시,북구,의성로127번길 90 (덕천동),0,1,0,0,0,1,0,0,0,1,1,0,0,운영,2
749,부산광역시 북구 낙동북로 664 (구포동),35.2014266,128.9972949,부산광역시,북구,낙동북로 664 (구포동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
750,부산광역시 북구 금곡대로 61 (덕천동),35.2155461,129.0044645,부산광역시,북구,금곡대로 61 (덕천동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
751,부산광역시 북구 금곡대로 20번길 14 (덕천동),35.2117784,129.0055383,부산광역시,북구,금곡대로 20번길 14 (덕천동),0,1,0,0,0,0,1,1,0,1,1,0,0,운영,3
752,부산광역시 북구 만덕대로 56 (덕천동),35.2111812,129.0112201,부산광역시,북구,만덕대로 56 (덕천동),0,1,0,1,0,0,1,0,0,0,1,0,0,운영,2
753,부산광역시 북구 금곡대로 550번길20 (금곡동),35.25636309,129.0128477,부산광역시,북구,금곡대로 550번길20 (금곡동),0,1,0,0,0,0,0,0,1,1,1,0,0,운영,2
754,부산광역시 북구 낙동북로 681번나길36 (구포동),35.2011886,129.0011529,부산광역시,북구,낙동북로 681번나길36 (구포동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
755,부산광역시 북구 가람로 52번길44 (구포동),35.20615001,129.0016469,부산광역시,북구,가람로 52번길44 (구포동),0,1,0,1,1,1,1,0,0,0,1,0,0,운영,4
756,전라남도 완도군 금당면 금당로71,34.4300409329,127.0686448068,전라남도,완도군,금당면 금당로71,0,0,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
757,대전광역시 서구 도솔로 182,36.32691484,127.3742454,대전광역시,서구,도솔로 182,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
758,대전광역시 서구 남선로 66,36.34640025,127.3981778,대전광역시,서구,남선로 66,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
759,대전광역시 서구 둔산로 241,36.35196692,127.4011071,대전광역시,서구,둔산로 241,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
760,대전광역시 서구 월평북로 11,36.36348675,127.3700705,대전광역시,서구,월평북로 11,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
761,대전광역시 서구 월평북로 11,36.36348675,127.3700705,대전광역시,서구,월평북로 11,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
762,대전광역시 서구 대신1길 52,36.31216737,127.3801343,대전광역시,서구,대신1길 52,0,1,0,0,0,1,0,0,0,0,1,0,0,운영,1
763,전라남도 신안군 암태면 장단고길 7-52,34.8270005954,126.111056439,전라남도,신안군,암태면 장단고길 7-52,0,1,0,0,0,1,0,0,0,0,1,2018,2018,폐업,1
764,전라남도 신안군 팔금면 삼층석탑길 161,34.784925,126.142553,전라남도,신안군,팔금면 삼층석탑길 161,0,1,0,0,0,0,1,0,0,0,1,2018,2018,폐업,1
765,전라남도 신안군 안좌면 중부로 860,34.7555423,126.1261226,전라남도,신안군,안좌면 중부로 860,0,1,0,0,0,1,0,0,0,0,1,2018,2018,폐업,1
766,전라남도 신안군 장산면 장산중앙길 11,34.642758,126.147766,전라남도,신안군,장산면 장산중앙길 11,0,1,0,0,1,0,0,0,0,0,1,2018,2018,폐업,1
767,전라남도 신안군 신의면 상동길 30,34.5848580213,126.089438345,전라남도,신안군,신의면 상동길 30,0,1,0,0,1,0,0,0,0,0,1,2018,2018,폐업,1
768,전라남도 신안군 하의면 오류동길 11,34.6053727762,126.034875934,전라남도,신안군,하의면 오류동길 11,0,1,0,0,0,0,1,0,0,0,1,2018,2018,폐업,1
769,전라남도 신안군 흑산면 흑산일주로 2637,34.682709,125.443287541,전라남도,신안군,흑산면 흑산일주로 2637,0,1,0,0,0,0,1,0,0,0,1,2018,2018,폐업,1
770,전라북도 정읍시 금붕1길 212(내장상동),35.5537834552,126.8931937946,전라북도,정읍시,금붕1길 212(내장상동),0,1,0,1,1,1,1,1,0,0,1,2017,2017,폐업,5
771,전라북도 정읍시 정읍사로 550(시기동),35.5514252082,126.8640820,전라북도,정읍시,정읍사로 550(시기동),0,1,0,1,1,1,1,1,0,0,1,2017,2017,폐업,5
772,전라북도 정읍시 신태인읍 신태인중앙로 40,35.6889988735,126.8894918327,전라북도,정읍시,신태인읍 신태인중앙로 40,0,1,0,1,1,1,1,1,0,0,1,2017,2017,폐업,5
773,전라북도 전주시 덕진구 삼송5길 12,35.8433080760,127.1372986,전라북도,전주시,덕진구 삼송5길 12,0,1,0,1,1,1,1,1,1,0,1,2001,2017,폐업,6
774,전라북도 전주시 덕진구 안골1길 11,35.8384034,127.1570463,전라북도,전주시,덕진구 안골1길 11,0,1,0,1,1,1,1,1,0,0,1,2002,2017,폐업,5
775,전라북도 전주시 완산구 따박골5길 36,35.8089167,127.1272926637,전라북도,전주시,완산구 따박골5길 36,0,1,0,1,1,1,1,1,0,0,1,2015,2017,폐업,5
776,전라북도 전주시 덕진구 가리내로 42-13,35.8345128,127.1305321,전라북도,전주시,덕진구 가리내로 42-13,0,1,0,1,1,1,1,1,0,0,1,2007,2017,폐업,5
777,전라북도 전주시 덕진구 송천중앙로 36,35.8500169104,127.1205840,전라북도,전주시,덕진구 송천중앙로 36,0,1,0,1,1,1,1,1,0,0,1,2002,2017,폐업,5
778,전라북도 전주시 덕진구 덕진연못1길 9-5,35.8451416,127.1229218,전라북도,전주시,덕진구 덕진연못1길 9-5,0,1,0,1,1,1,1,1,0,0,1,2008,2017,폐업,5
779,부산광역시 기장군 철마면 계좌로 822,35.2735859,129.1326021,부산광역시,기장군,철마면 계좌로 822,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
780,전라북도 전주시 완산구 성지산로 55,35.8020420,127.1235308,전라북도,전주시,완산구 성지산로 55,0,1,0,1,1,1,1,1,0,0,1,1999,2017,폐업,5
781,전라북도 전주시 완산구 모악로 4726,35.7911192719,127.1328394113,전라북도,전주시,완산구 모악로 4726,0,1,0,1,1,1,1,1,0,0,0,2010,2017,폐업,5
782,전라북도 전주시 완산구 평화14길 27-53,35.7914469,127.1340611863,전라북도,전주시,완산구 평화14길 27-53,0,1,0,1,1,1,1,1,1,0,1,2009,2017,폐업,6
783,전라북도 전주시 완산구 덕적골 2길 25,35.7956152925,127.1418561579,전라북도,전주시,완산구 덕적골 2길 25,0,1,0,1,1,1,1,1,0,0,1,2015,2017,폐업,5
784,전라남도 완도군 생일면 생일로 579번길 14,34.3332777653,126.9959748941,전라남도,완도군,생일면 생일로 579번길 14,0,0,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
785,전라남도 완도군 보길면 보길동로 18-7,34.1693336378,126.5652169913,전라남도,완도군,보길면 보길동로 18-7,0,0,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
786,전라남도 나주시 봉황면 죽석길 1,34.958190,126.7856894599,전라남도,나주시,봉황면 죽석길 1,0,1,0,1,1,1,1,1,0,0,1,2019,2019,폐업,5
787,경기도 양주시 옥정동로 258,37.8309483845,127.0994846124,경기도,양주시,옥정동로 258,0,1,0,1,1,1,1,1,0,0,1,2019,2019,폐업,5
788,경기도 양주시 남면 화합로570번길 14,37.8707185596,126.9925306663,경기도,양주시,남면 화합로570번길 14,0,1,0,1,0,0,0,0,0,0,1,2019,2019,폐업,1
789,경기도 안산시 상록구 예술대학로7길 3(월피동) 3층,37.3342242759,126.8420186947,경기도,안산시,상록구 예술대학로7길 3(월피동) 3층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
790,경기도 안산시 상록구 송호5길 17(이동) 1층,37.3130163,126.8472418278,경기도,안산시,상록구 송호5길 17(이동) 1층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
791,경기도 안산시 상록구 영화6길 17-1(사동) 2층,37.2806152,126.8513565634,경기도,안산시,상록구 영화6길 17-1(사동) 2층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
792,"경기도 안산시 상록구 부곡로 148, 2층3층(부곡동)",37.3347288192,126.8647098418,경기도,안산시,"상록구 부곡로 148, 2층3층(부곡동)",0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
793,경기도 안산시 상록구 정동길 39(팔곡일동) 2층,37.2999393349,126.8864625380,경기도,안산시,상록구 정동길 39(팔곡일동) 2층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
794,"경기도 안산시 상록구 원당골5길 16-2, 1층(수암동)",37.3635273397,126.8815344063,경기도,안산시,"상록구 원당골5길 16-2, 1층(수암동)",0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
795,"경기도 안산시 상록구 삼태기2길 4-16, 3층",37.3075571,126.8444331911,경기도,안산시,"상록구 삼태기2길 4-16, 3층",0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
796,경기도 안산시 상록구 세류로 16(본오동),37.2853196189,126.8615421,경기도,안산시,상록구 세류로 16(본오동),0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
797,경기도 안산시 상록구 서암로1길 16(사동) 2층,37.3021056104,126.8480426815,경기도,안산시,상록구 서암로1길 16(사동) 2층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
798,경기도 안산시 상록구 성호로 344(부곡동) 301호,37.3332472,126.8619246,경기도,안산시,상록구 성호로 344(부곡동) 301호,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
799,경기도 안산시 상록구 시곡1길 21(사동) 2층,37.2948147,126.8570225,경기도,안산시,상록구 시곡1길 21(사동) 2층,0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
800,경기도 안산시 상록구 샘골로5길 4(본오동),37.2873059,126.8643063,경기도,안산시,상록구 샘골로5길 4(본오동),0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
801,"경기도 안산시 상록구 초당로 30, 2층(사동)",37.2847351901,126.8507113211,경기도,안산시,"상록구 초당로 30, 2층(사동)",0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
802,"경기도 안산시 상록구 용신로 282, 3층",37.3029157,126.8537134,경기도,안산시,"상록구 용신로 282, 3층",0,1,1,1,1,1,1,1,1,0,0,0,0,운영,6
803,서울특별시 관악구 봉천로 41길 33(중앙동 중앙사회복지관),37.484388,126.948049,서울특별시,관악구,봉천로 41길 33(중앙동 중앙사회복지관),0,1,0,1,1,1,1,1,1,0,1,2009,0,운영,6
804,서울특별시 관악구 난곡로 110,37.4648145,126.9198278,서울특별시,관악구,난곡로 110,0,1,0,1,1,1,1,1,1,0,1,1999,0,운영,6
805,충청남도 계룡시 두마면 팥거리로 162-9,36.2683878,127.2713455,충청남도,계룡시,두마면 팥거리로 162-9,0,1,0,0,0,0,1,0,0,0,1,2015,2019,폐업,1
806,충청남도 계룡시 엄사면 엄사중앙로 38-3,36.2848607,127.2416108,충청남도,계룡시,엄사면 엄사중앙로 38-3,0,1,0,0,1,0,1,0,0,0,1,2015,2019,폐업,2
807,충청남도 계룡시 금암로 182,36.2723268927,127.2590905110,충청남도,계룡시,금암로 182,0,1,0,1,0,0,0,1,0,0,1,2015,2019,폐업,2
808,충청남도 계룡시 두마면 팥거리 1길 9,36.2675014,127.2752624,충청남도,계룡시,두마면 팥거리 1길 9,0,1,0,0,1,0,0,0,0,0,1,2015,2019,폐업,1
809,충청남도 계룡시 엄사면 엄사중앙로 65-9,36.2866294856,127.2406286109,충청남도,계룡시,엄사면 엄사중앙로 65-9,0,1,0,0,1,0,0,0,0,0,1,2013,2019,폐업,1
810,광주광역시 광산구 월곡산정로 12(우산동),35.1651400,126.803864,광주광역시,광산구,월곡산정로 12(우산동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
811,광주광역시 광산구 우산로 17(우산동),35.159431,126.803001,광주광역시,광산구,우산로 17(우산동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
812,광주광역시 광산구 송정로 52번길 20(도산동),35.134753,126.795358,광주광역시,광산구,송정로 52번길 20(도산동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
813,광주광역시 북구 경양로 102(임동),35.1620004,126.903094,광주광역시,북구,경양로 102(임동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
814,광주광역시 북구 양일로 76-1(양산동),35.1973901,126.8731200,광주광역시,북구,양일로 76-1(양산동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
815,광주광역시 북구 삼정로 7(두암동),35.163938,126.935838,광주광역시,북구,삼정로 7(두암동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
816,광주광역시 북구 중문로 55(우산동),35.1780034652,126.9187880542,광주광역시,북구,중문로 55(우산동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
817,전라남도 화순군 화순읍 칠충로 146,35.06142903,126.984385,전라남도,화순군,화순읍 칠충로 146,0,1,0,1,1,1,1,1,0,0,1,2006,0,운영,5
818,전라남도 화순군 화순읍 소천길 24,35.0652563,126.9897614,전라남도,화순군,화순읍 소천길 24,0,1,0,1,1,1,1,1,0,0,1,2005,0,운영,5
819,전라남도 화순군 화순읍 시장길 9,35.0564496853,126.9832854,전라남도,화순군,화순읍 시장길 9,0,1,0,1,1,1,1,1,1,0,1,2012,0,운영,6
820,충청북도 제천시 명륜로13길 3(의림동),37.14153233,128.2114681,충청북도,제천시,명륜로13길 3(의림동),0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
821,충청북도 제천시 용두대로 23길 14(하소동),37.14624304,128.1972579,충청북도,제천시,용두대로 23길 14(하소동),0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
822,광주광역시 북구 군왕로 130번길 30(두암동),35.172359,126.934359,광주광역시,북구,군왕로 130번길 30(두암동),0,1,0,1,0,0,0,0,1,0,1,1992,0,운영,2
823,광주광역시 북구 군왕로 207번길 6(각화동),35.179654,126.935649,광주광역시,북구,군왕로 207번길 6(각화동),0,1,0,1,0,0,0,1,0,0,1,1996,0,운영,2
824,광주광역시 북구 서하로 194번길 6(오치동),35.185439,126.900976,광주광역시,북구,서하로 194번길 6(오치동),0,1,0,1,0,0,0,1,0,0,1,1996,0,운영,2
825,광주광역시 북구 삼정로 10(두암동),35.163055,126.937317,광주광역시,북구,삼정로 10(두암동),0,1,0,1,0,0,0,1,0,0,1,1996,0,운영,2
826,광주광역시 북구 중문로 55(우산동),35.17800347,126.9187881,광주광역시,북구,중문로 55(우산동),0,1,0,1,0,0,0,0,1,0,1,1996,0,운영,2
827,광주광역시 북구 삼정로 7(두암동),35.16528946,126.9345848,광주광역시,북구,삼정로 7(두암동),0,1,0,1,0,0,0,1,0,0,1,1996,0,운영,2
828,광주광역시 북구 양일로 76-1(양산동),35.19740459,126.8730537,광주광역시,북구,양일로 76-1(양산동),0,1,0,1,0,0,0,1,0,0,1,2001,0,운영,2
829,광주광역시 북구 천지인로 173번길 9(문흥동),35.183911,126.917543,광주광역시,북구,천지인로 173번길 9(문흥동),0,1,0,1,0,0,0,1,0,0,1,2007,0,운영,2
830,광주광역시 북구 삼정로 6(두암동),35.1624426028,126.9373003723,광주광역시,북구,삼정로 6(두암동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
831,광주광역시 북구 서하로 194번길 6(오치동),35.1854390195,126.9009768772,광주광역시,북구,서하로 194번길 6(오치동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
832,광주광역시 북구 군왕로 202번길 20(각화동),35.178757,126.935525,광주광역시,북구,군왕로 202번길 20(각화동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
833,광주광역시 북구 군왕로 130번길 30(두암동),35.172309,126.934394,광주광역시,북구,군왕로 130번길 30(두암동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
834,광주광역시 남구 제중로 24-10(양림동),35.136554,126.915497,광주광역시,남구,제중로 24-10(양림동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
835,광주광역시 남구 대남대로308번길 32(월산동),35.141664,126.897177,광주광역시,남구,대남대로308번길 32(월산동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
836,광주광역시 남구 제중로 92(서동),35.141135,126.910576,광주광역시,남구,제중로 92(서동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
837,광주광역시 남구 서오층석탑길 42(서동),35.147761,126.907464,광주광역시,남구,서오층석탑길 42(서동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
838,광주광역시 남구 거북언덕길 6(서동),35.146071,126.906601,광주광역시,남구,거북언덕길 6(서동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
839,경기도 양평군 양평읍 시민로39번길 19,37.4920938,127.4954637,경기도,양평군,양평읍 시민로39번길 19,0,1,0,0,0,0,0,0,0,1,1,2004,0,운영,1
840,경기도 시흥시 장현능곡로 214,37.3686599775,126.8132989914,경기도,시흥시,장현능곡로 214,0,1,0,1,1,1,1,1,1,0,1,2010,0,운영,6
841,경기도 시흥시 함송로 29번길 67,37.3642571,126.7375186509,경기도,시흥시,함송로 29번길 67,0,1,0,1,1,1,1,1,0,0,1,2014,0,운영,5
842,경기도 고양시 일산서구 킨텍스로 340,37.6744905099,126.7551647918,경기도,고양시,일산서구 킨텍스로 340,0,1,0,1,1,1,1,1,0,0,1,1996,0,운영,5
843,경기도 고양시 일산서구 주엽로 156,37.6722159305,126.7601778101,경기도,고양시,일산서구 주엽로 156,0,1,0,1,1,1,1,1,0,0,1,1996,0,운영,5
844,경기도 고양시 일산서구 일산로 778,37.6744757600,126.7481595863,경기도,고양시,일산서구 일산로 778,0,1,0,1,1,1,1,1,0,0,1,2014,0,운영,5
845,전라남도 해남군 해남읍 서림길 5,34.5744337,126.5927205,전라남도,해남군,해남읍 서림길 5,0,1,0,0,0,0,0,0,1,0,1,2011,2020,폐업,1
846,전라남도 해남군 해남읍 중앙1로 14-14,34.5720002,126.6067443646,전라남도,해남군,해남읍 중앙1로 14-14,0,1,0,1,1,1,1,1,0,0,1,2011,2020,폐업,5
847,전라남도 해남군 해남읍 서림길 16,34.5749783,126.593996,전라남도,해남군,해남읍 서림길 16,0,1,0,1,1,1,1,1,0,0,1,2011,2020,폐업,5
848,경기도 안산시 단원구 원본로3길 28,37.3321150929,126.7952189337,경기도,안산시,단원구 원본로3길 28,0,1,1,1,1,1,1,1,1,0,0,2012,0,운영,6
849,경기도 안산시 단원구 신길중앙로1길 58,37.3351192,126.7638073662,경기도,안산시,단원구 신길중앙로1길 58,0,1,1,1,1,1,1,1,1,0,0,2007,0,운영,6
850,경기도 안산시 단원구 원곡로1길 18,37.3273027,126.7930547216,경기도,안산시,단원구 원곡로1길 18,0,1,1,1,1,1,1,1,1,0,0,2008,0,운영,6
851,경기도 안산시 단원구 원초로 30,37.3284011972,126.8017002564,경기도,안산시,단원구 원초로 30,0,1,1,1,1,1,1,1,1,0,0,2006,0,운영,6
852,경기도 안산시 단원구 초지로 182,37.3150027616,126.8156282419,경기도,안산시,단원구 초지로 182,0,1,1,1,1,1,1,1,1,0,0,2006,0,운영,6
853,경기도 안산시 단원구 선삼로6길 45,37.3456335863,126.8134292,경기도,안산시,단원구 선삼로6길 45,0,1,1,1,1,1,1,1,1,0,0,2006,0,운영,6
854,"경기도 안산시 단원구 보화로 41-1, 3층",37.3311194050,126.8318213,경기도,안산시,"단원구 보화로 41-1, 3층",0,1,1,1,1,1,1,1,1,0,0,2014,0,운영,6
855,경기도 안산시 단원구 원초로76(초지동),37.3262277672,126.8059474,경기도,안산시,단원구 원초로76(초지동),0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
856,경기도 안산시 단원구 와동로 10,37.3316253,126.8271378,경기도,안산시,단원구 와동로 10,0,1,1,1,1,1,1,1,1,0,0,2007,0,운영,6
857,"경기도 안산시 단원구 선부광장1로 166, 201호(선부동)",37.3328265107,126.8078418,경기도,안산시,"단원구 선부광장1로 166, 201호(선부동)",0,1,0,1,1,1,1,1,0,0,1,2000,0,운영,5
858,경기도 안산시 단원구 관산2길 17-1,37.3300106482,126.7971962072,경기도,안산시,단원구 관산2길 17-1,0,1,1,1,1,1,1,1,1,0,0,2008,0,운영,6
859,"경기도 안산시 단원구 신천로 8, 1층(원곡동)",37.3355692244,126.7947349031,경기도,안산시,"단원구 신천로 8, 1층(원곡동)",0,1,1,1,1,1,1,1,1,0,0,2016,0,운영,6
860,경기도 여주시 여흥로160번길 27,37.2935374082,127.6401798774,경기도,여주시,여흥로160번길 27,0,1,0,1,1,1,1,1,0,0,1,2004,0,운영,5
861,충청북도 옥천군 옥천읍 삼양로8길 5-6,36.304117,127.5689988677,충청북도,옥천군,옥천읍 삼양로8길 5-6,0,1,0,1,0,0,0,1,0,0,1,2010,0,운영,2
862,경상남도 창원시 진해구 중원동로 64,35.15035685,128.6621305,경상남도,창원시,진해구 중원동로 64,0,1,0,1,1,1,1,1,0,0,1,2018,2018,폐업,5
863,경상남도 창원시 진해구 태백서로 62,35.1563785,128.6748508,경상남도,창원시,진해구 태백서로 62,0,1,0,1,1,1,1,1,0,0,1,2018,2018,폐업,5
864,경상남도 창원시 진해구 냉천로22번길 9,35.14982063,128.700748,경상남도,창원시,진해구 냉천로22번길 9,0,1,0,0,1,1,1,1,0,0,1,2018,2018,폐업,4
865,경상남도 창원시 진해구 진해대로901번길 7,35.1493624,128.7077084,경상남도,창원시,진해구 진해대로901번길 7,0,1,0,0,1,1,1,1,0,0,1,2018,2018,폐업,4
866,경상남도 창원시 진해구 충장로671번길 9,35.12990801,128.7048009,경상남도,창원시,진해구 충장로671번길 9,0,1,0,1,1,1,1,1,0,0,1,2018,2018,폐업,5
867,경상남도 창원시 진해구 웅천중로55번길 2,35.11100542,128.7497114,경상남도,창원시,진해구 웅천중로55번길 2,0,1,0,1,1,1,1,0,0,0,1,2018,2018,폐업,4
868,경상남도 창원시 진해구 웅동로51번길 16,35.12626501,128.781848,경상남도,창원시,진해구 웅동로51번길 16,0,1,0,1,1,1,1,1,0,0,1,2018,2018,폐업,5
869,부산광역시 금정구 동부곡로19번길 50(부곡동),35.214228,129.118412,부산광역시,금정구,동부곡로19번길 50(부곡동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
870,부산광역시 금정구 청룡예전로110(청룡동),35.279067,129.085278,부산광역시,금정구,청룡예전로110(청룡동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
871,부산광역시 금정구 서금로60-1(서동),35.220295,129.107357,부산광역시,금정구,서금로60-1(서동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
872,부산광역시 금정구 명서로45번길11(서동),35.216151,129.095831,부산광역시,금정구,명서로45번길11(서동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
873,부산광역시 금정구 서동중심로53번길 10(서동),35.213572,129.102935,부산광역시,금정구,서동중심로53번길 10(서동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
874,부산광역시 금정구 서곡로27-2(서동),35.217213,129.104259,부산광역시,금정구,서곡로27-2(서동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
875,부산광역시 금정구 서동로57번길17-6(부곡동),35.218852,129.093696,부산광역시,금정구,서동로57번길17-6(부곡동),0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
876,서울특별시 동작구 사당로14길 20,37.4832727414,126.9714534993,서울특별시,동작구,사당로14길 20,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
877,서울특별시 동작구 동작대로35차길 7,37.4931201418,126.9768775556,서울특별시,동작구,동작대로35차길 7,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
