,소재지도로명주소,위도,경도,시도,시군구,기타,아침,점심,저녁,월,화,수,목,금,토,일,노인만 대상,운영시작,운영종료년도,폐업,급식일
282,강원도 속초시 동해대로 3910(조양동),38.1838237696,128.6024473670,강원도,속초시,동해대로 3910(조양동),0,1,0,1,1,1,1,1,0,0,1,2012,2020,폐업,5
283,강원도 속초시 먹거리길 19 (교동),38.1970403680,128.5750399739,강원도,속초시,먹거리길 19 (교동),0,1,0,1,1,1,1,1,1,0,1,1994,2020,폐업,6
284,충청북도 음성군 음성읍 음성천서길 103,36.9314466659,127.6919668725,충청북도,음성군,음성읍 음성천서길 103,0,1,0,0,0,0,0,1,0,0,1,2019,2019,폐업,1
285,충청북도 음성군 대소면 대화1길 22,36.9631041270,127.494081,충청북도,음성군,대소면 대화1길 22,0,1,0,0,0,0,0,0,1,0,1,2019,2019,폐업,1
286,울산광역시 중구 해오름2길 50(남외동),35.5625449,129.3425816,울산광역시,중구,해오름2길 50(남외동),0,1,0,1,1,1,1,1,0,0,1,2010,0,운영,5
287,울산광역시 중구 종가3길 15(유곡동),35.56124574,129.2967386,울산광역시,중구,종가3길 15(유곡동),0,1,0,1,1,1,1,1,0,0,1,2015,0,운영,5
288,울산광역시 중구 중앙1길16(성남동),35.5565864,129.3198077,울산광역시,중구,중앙1길16(성남동),0,1,0,1,1,1,1,1,0,0,1,2000,0,운영,5
289,울산광역시 중구 한울길5(복산동),35.5605492,129.3277107,울산광역시,중구,한울길5(복산동),0,1,0,1,1,1,1,1,0,0,1,1994,0,운영,5
290,서울특별시 은평구 통일로89길12-6,37.6248654,126.9186260482,서울특별시,은평구,통일로89길12-6,0,1,0,1,0,0,0,0,1,0,1,0,0,운영,2
291,서울특별시 은평구 연서로3나길11-30,37.6033025,126.9113230389,서울특별시,은평구,연서로3나길11-30,0,1,0,1,0,0,0,0,1,0,1,0,0,운영,2
292,서울특별시 은평구 연서로 415,37.6320141216,126.9301170,서울특별시,은평구,연서로 415,0,1,0,1,0,0,0,0,1,0,1,0,0,운영,2
293,경상남도 하동군 하동읍 섬진강대로 2214,35.0717948760,127.7412538948,경상남도,하동군,하동읍 섬진강대로 2214,0,1,0,1,0,1,0,1,0,0,1,0,0,운영,3
294,경기도 과천시 문원로 57,37.4265311,127.005477,경기도,과천시,문원로 57,0,1,0,1,1,1,1,1,1,0,0,0,0,운영,6
295,충청북도 영동군 영동읍 반곡동길 13,36.1679428,127.7753556,충청북도,영동군,영동읍 반곡동길 13,0,1,0,0,0,0,0,1,0,0,1,2017,2017,폐업,1
296,울산광역시 중구 내황4길38(반구동),35.5521294,129.3437192,울산광역시,중구,내황4길38(반구동),0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
297,울산광역시 중구 난곡10길 22(태화동),35.5562407,129.279134,울산광역시,중구,난곡10길 22(태화동),0,1,0,1,1,1,1,1,0,0,1,2000,0,운영,5
298,울산광역시 중구 병영9길5(동동),35.5734328,129.3464413,울산광역시,중구,병영9길5(동동),0,1,0,1,1,1,1,1,0,0,1,2011,0,운영,5
299,울산광역시 중구 도서관길42(북정동),35.559651,129.3209488,울산광역시,중구,도서관길42(북정동),0,1,0,1,1,1,1,1,0,0,1,1997,0,운영,5
300,광주광역시 서구 상무대로1224번길 18(양동),35.155188,126.896751,광주광역시,서구,상무대로1224번길 18(양동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
301,광주광역시 서구 쌍학로 47(쌍촌동),35.1473819834,126.8688295917,광주광역시,서구,쌍학로 47(쌍촌동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
302,전라남도 구례군 구례읍 봉동골목2길 10,35.2093517161,127.4613543701,전라남도,구례군,구례읍 봉동골목2길 10,0,1,0,0,1,0,1,0,0,0,1,0,2020,폐업,2
303,전라남도 구례군 구례읍 북교길 17,35.2095632903,127.4625987605,전라남도,구례군,구례읍 북교길 17,0,1,0,0,1,0,1,0,0,0,1,0,2020,폐업,2
304,전라남도 구례군 마산면 가랑길 38,35.2199088828,127.4931964245,전라남도,구례군,마산면 가랑길 38,0,1,0,0,1,0,1,0,0,0,1,0,2020,폐업,2
305,광주광역시 서구 화정로 87(쌍촌동),35.1451732727,126.8668315274,광주광역시,서구,화정로 87(쌍촌동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
306,광주광역시 서구 운천로32번길 25(금호동),35.1357649533,126.8620804100,광주광역시,서구,운천로32번길 25(금호동),0,1,0,1,0,0,0,1,0,0,1,2017,0,운영,2
307,광주광역시 서구 군분2로 55(화정동),35.157927,126.880514,광주광역시,서구,군분2로 55(화정동),0,1,0,1,0,0,0,0,1,0,1,2017,0,운영,2
308,경상북도 포항시 남구 해동로129번길 11-5(해도동),36.0304394029,129.370265,경상북도,포항시,남구 해동로129번길 11-5(해도동),0,1,0,1,0,0,0,0,1,0,1,2018,2018,폐업,2
309,경상북도 포항시 남구 청림로7(C-105)(청림동),35.9956534561,129.413601189,경상북도,포항시,남구 청림로7(C-105)(청림동),0,1,0,0,0,1,1,0,1,0,1,2018,2018,폐업,3
310,경상북도 포항시 남구 연일읍 동문로53번길 42-1,35.9939911419,129.347759584,경상북도,포항시,남구 연일읍 동문로53번길 42-1,0,1,0,1,0,0,0,0,1,0,1,2018,2018,폐업,2
311,경상북도 포항시 남구 오천읍 해병로 259번길11,35.9722741595,129.412192815,경상북도,포항시,남구 오천읍 해병로 259번길11,0,1,0,1,0,0,0,1,0,0,1,2018,2018,폐업,2
312,경상북도 포항시 남구 새천년대로410번길11-5(대잠동),36.01253505,129.3447432,경상북도,포항시,남구 새천년대로410번길11-5(대잠동),0,1,0,1,1,0,1,1,1,0,1,2018,2018,폐업,5
313,서울특별시 강서구 개화동로21길 4,37.5707189639,126.8057277990,서울특별시,강서구,개화동로21길 4,0,1,0,1,1,1,1,1,0,0,1,2004,0,운영,5
314,서울특별시 강서구 개화동로21길 4,37.5707189639,126.8057277990,서울특별시,강서구,개화동로21길 4,0,1,0,1,1,1,1,1,0,0,1,1994,0,운영,5
315,서울특별시 강서구 금낭화로 23길 25,37.5781376219,126.8112058835,서울특별시,강서구,금낭화로 23길 25,0,1,0,1,1,1,1,1,0,0,1,1994,0,운영,5
316,서울특별시 강서구 방화대로 48길 40,37.5742449073,126.8201676975,서울특별시,강서구,방화대로 48길 40,0,1,0,1,1,1,1,1,0,0,1,1993,0,운영,5
317,서울특별시 강서구 허준로 209,37.5617372664,126.8615909636,서울특별시,강서구,허준로 209,0,1,0,1,1,1,1,1,0,0,1,1997,0,운영,5
318,서울특별시 강서구 동의길 90,37.5642551,126.8512878,서울특별시,강서구,동의길 90,0,1,0,1,1,1,1,1,0,0,1,1992,0,운영,5
319,서울특별시 강서구 양천로57길 37,37.5659315694,126.8520707894,서울특별시,강서구,양천로57길 37,0,1,0,1,1,1,1,1,0,0,1,1996,0,운영,5
320,서울특별시 강서구 화곡로 63가길 92,37.5619504254,126.8502088765,서울특별시,강서구,화곡로 63가길 92,0,1,0,1,1,1,1,1,0,0,1,1994,0,운영,5
321,강원도 동해시 향로2길 48,37.5453693558,129.1065188257,강원도,동해시,향로2길 48,0,1,0,1,1,1,1,1,0,0,1,2018,0,운영,5
322,강원도 동해시 감추7길 50,37.5150722,129.1227562,강원도,동해시,감추7길 50,0,1,0,1,1,1,1,1,0,0,1,2000,0,운영,5
323,강원도 강릉시 주문진읍 웃사다리길 8,37.8866403086,128.8229073095,강원도,강릉시,주문진읍 웃사다리길 8,0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
324,부산광역시 중구 책방골목길 3-1(보수동1가),35.10414263,129.0261805,부산광역시,중구,책방골목길 3-1(보수동1가),0,1,0,1,1,1,1,1,0,0,1,2006,0,운영,5
325,부산광역시 중구 영주로 8-1(영주동),35.11016123,129.0324972,부산광역시,중구,영주로 8-1(영주동),0,1,0,1,1,1,1,1,0,0,1,2010,0,운영,5
326,부산광역시 중구 망양로 309(대청동4가),35.10578438,129.0282389,부산광역시,중구,망양로 309(대청동4가),0,1,0,1,1,1,1,1,0,0,1,1995,0,운영,5
327,인천광역시 계양구 계양산로 91,37.5478142,126.7258585,인천광역시,계양구,계양산로 91,0,1,0,1,1,1,1,1,0,0,1,2002,2019,폐업,5
328,인천광역시 계양구 봉오대로 543번길 4,37.5310386672,126.7090491938,인천광역시,계양구,봉오대로 543번길 4,0,1,0,0,1,1,1,0,0,0,1,2002,2019,폐업,3
329,인천광역시 계양구 동양로 74-29,37.5570114,126.7533119,인천광역시,계양구,동양로 74-29,0,1,0,1,1,1,1,1,0,0,1,2011,2019,폐업,5
330,인천광역시 계양구 경명대로 980,37.54362897,126.7156089,인천광역시,계양구,경명대로 980,0,1,0,1,1,1,1,1,0,0,1,2010,2019,폐업,5
331,경기도 고양시 일산서구 고양대로 654,37.6845110819,126.7685048556,경기도,고양시,일산서구 고양대로 654,0,1,0,1,1,1,1,1,0,0,1,2002,0,운영,5
332,경상북도 포항시 남구 구룡포읍 구룡포길 97,35.991806749,129.556079011,경상북도,포항시,남구 구룡포읍 구룡포길 97,0,1,0,1,0,0,0,0,1,0,1,2018,2018,폐업,2
333,경상북도 포항시 남구 오천읍 정몽주로 585번길8,35.9697722184,129.414918602,경상북도,포항시,남구 오천읍 정몽주로 585번길8,0,1,0,0,1,0,1,0,1,0,1,2018,2018,폐업,3
334,경상북도 포항시 남구 오천읍 정몽주로 693번길 14,35.9792459655,129.410615,경상북도,포항시,남구 오천읍 정몽주로 693번길 14,0,1,0,1,0,0,0,0,1,0,1,2018,2018,폐업,2
335,경상북도 포항시 남구 상대로119 아이펠리스상가 201호(대도동),36.014226,129.3599521,경상북도,포항시,남구 상대로119 아이펠리스상가 201호(대도동),0,1,0,0,1,0,0,0,1,0,1,2018,2018,폐업,2
336,강원도 속초시 수복로 42 (교동),38.196465,128.575966,강원도,속초시,수복로 42 (교동),0,1,0,1,1,1,1,1,1,0,1,2007,2020,폐업,6
337,전라남도 영암군 서호면 서호로 322-11,34.756305,126.583264,전라남도,영암군,서호면 서호로 322-11,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
338,경기도 가평군 가평읍 가화로 161,37.8335716,127.5111736,경기도,가평군,가평읍 가화로 161,0,1,0,1,1,1,1,1,0,0,1,2002,0,운영,5
339,울산광역시 울주군 범서읍 천상3길 7,35.563631,129.227569,울산광역시,울주군,범서읍 천상3길 7,0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
340,울산광역시 울주군 범서읍 점촌5길 42,35.570205,129.238723,울산광역시,울주군,범서읍 점촌5길 42,0,1,0,0,1,1,1,0,0,0,1,0,0,운영,3
341,울산광역시 울주군 온산읍 신온1길 3-12,35.432829,129.311832,울산광역시,울주군,온산읍 신온1길 3-12,0,1,0,1,0,0,0,1,0,0,1,0,0,운영,2
342,경상남도 거창군 가조면 지산로1449-25,35.70541768,128.0169532202,경상남도,거창군,가조면 지산로1449-25,0,1,0,0,0,0,0,0,1,1,1,2020,2020,폐업,2
343,경기도 안양시 동안구 경수대로665번길 74-30 (호계동),37.3799122074,126.9509477938,경기도,안양시,동안구 경수대로665번길 74-30 (호계동),0,1,0,1,1,1,1,1,0,0,1,2001,0,운영,5
344,경기도 안양시 동안구 임곡로 74 (비산동),37.4058858,126.9340655,경기도,안양시,동안구 임곡로 74 (비산동),0,1,0,1,1,1,1,1,0,0,1,1996,0,운영,5
345,경기도 안양시 동안구 달안로 39 (비산동),37.39501925,126.9478662,경기도,안양시,동안구 달안로 39 (비산동),0,1,0,1,1,1,1,1,0,0,1,1998,0,운영,5
346,경기도 안양시 만안구 병목안로130번길 166 (안양동),37.3931211,126.9084237,경기도,안양시,만안구 병목안로130번길 166 (안양동),0,1,0,1,1,1,1,1,0,0,1,2003,0,운영,5
347,경기도 안양시 만안구 박달로 547-1(안양동),37.4029101531,126.9136162654,경기도,안양시,만안구 박달로 547-1(안양동),0,1,0,1,1,1,1,1,0,0,1,2017,0,운영,5
348,경기도 안양시 만안구 만안로 421 (석수동),37.4153893650,126.9113020241,경기도,안양시,만안구 만안로 421 (석수동),0,1,0,1,1,1,1,1,0,0,1,2003,0,운영,5
349,경기도 안양시 만안구 냉천로 200 (안양동),37.3978292,126.9192734097,경기도,안양시,만안구 냉천로 200 (안양동),0,1,0,1,1,1,1,1,1,0,1,2008,0,운영,6
350,경기도 안양시 동안구 관악대로359번길 12 (관양동),37.4048589,126.9627864,경기도,안양시,동안구 관악대로359번길 12 (관양동),0,1,0,1,1,1,1,1,1,0,1,2015,0,운영,6
351,경기도 안양시 만안구 박달로472번길 46 (박달동),37.4017054844,126.9031456936,경기도,안양시,만안구 박달로472번길 46 (박달동),0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
352,경기도 안양시 동안구 관악대로434번길 27 (관양동),37.4035689,126.9712534,경기도,안양시,동안구 관악대로434번길 27 (관양동),0,1,0,0,0,1,1,0,0,0,1,2003,0,운영,2
353,부산광역시 기장군 기장읍 차성동로 88-6,35.245445,129.2174807,부산광역시,기장군,기장읍 차성동로 88-6,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
354,부산광역시 기장군 장안읍 월내2길10-21,35.3289882,129.2798411,부산광역시,기장군,장안읍 월내2길10-21,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
355,부산광역시 기장군 정관읍 구연3로 27,35.3221873403,129.1818977677,부산광역시,기장군,정관읍 구연3로 27,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
356,부산광역시 기장군 일광면 이천길 3,35.2662426,129.2350532,부산광역시,기장군,일광면 이천길 3,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
357,전라북도 장수군 계북면 장무로 962-3,35.7855262941,127.6132616442,전라북도,장수군,계북면 장무로 962-3,0,1,0,0,0,1,0,0,0,0,1,2019,2019,폐업,1
358,전라북도 장수군 계남면 유천길 5,35.7045243711,127.5784441230,전라북도,장수군,계남면 유천길 5,0,1,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
359,전라북도 장수군 천천면 춘송길 19,35.7360934136,127.5348805909,전라북도,장수군,천천면 춘송길 19,0,1,0,0,0,1,0,0,0,0,1,2019,2019,폐업,1
360,강원도 홍천군 너브내길 123,37.691958,127.891511,강원도,홍천군,너브내길 123,0,1,0,1,0,1,0,1,0,0,1,2005,2019,폐업,3
361,경기도 하남시 대청로 10,37.5390571062,127.2155298129,경기도,하남시,대청로 10,0,1,0,0,0,0,1,0,0,0,1,2015,2019,폐업,1
362,경기도 하남시 대청로 10,37.5390571062,127.2155298129,경기도,하남시,대청로 10,0,1,0,0,1,0,0,0,0,0,1,2015,2019,폐업,1
363,충청북도 음성군 금왕읍 음성로 1112,36.9887340570,127.6032624838,충청북도,음성군,금왕읍 음성로 1112,0,1,0,0,0,0,1,0,0,0,1,2019,2019,폐업,1
364,전라북도 전주시 완산구 따박골5길 36,35.8089167,127.1273114,전라북도,전주시,완산구 따박골5길 36,0,1,0,1,1,1,1,1,0,0,1,2015,2019,폐업,5
365,전라북도 전주시 덕진구 가리내로 42-13,35.8345128,127.1305321,전라북도,전주시,덕진구 가리내로 42-13,0,1,0,1,1,1,1,1,1,0,1,2007,2019,폐업,6
366,경기도 군포시 곡란로22,37.3738677538,126.9351863776,경기도,군포시,곡란로22,0,1,0,1,1,1,1,1,0,0,0,2000,0,운영,5
367,경기도 군포시 고산로 223,37.3455195,126.9474581,경기도,군포시,고산로 223,0,1,0,1,1,1,1,1,0,0,0,2011,0,운영,5
368,경기도 군포시 산본천로 101,37.3643362,126.9332373,경기도,군포시,산본천로 101,0,1,0,1,1,1,1,1,0,0,0,2015,0,운영,5
369,경기도 군포시 광정로 122 주몽 10단지 내,37.3628779140,126.9273888077,경기도,군포시,광정로 122 주몽 10단지 내,0,1,0,1,1,1,1,1,0,0,0,1997,0,운영,5
370,전라북도 진안군 진안읍 진무로 1189-1,35.7974095630,127.434226,전라북도,진안군,진안읍 진무로 1189-1,0,1,0,1,1,1,1,1,0,0,1,2010,2019,폐업,5
371,울산광역시 북구 동대8길 40,35.6311436,129.3540003,울산광역시,북구,동대8길 40,0,1,0,1,1,1,1,1,0,0,1,2010,0,운영,5
372,울산광역시 북구 화봉로 73,35.5886971,129.3670543,울산광역시,북구,화봉로 73,0,1,0,1,1,1,0,1,0,0,1,2012,0,운영,4
373,울산광역시 북구 새장터8길 21-4,35.5354978,129.3925674,울산광역시,북구,새장터8길 21-4,0,1,0,1,0,1,0,1,0,1,1,2004,0,운영,4
374,서울특별시 동작구 매봉로36,37.5064581060,126.9513898954,서울특별시,동작구,매봉로36,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
375,서울특별시 동작구 남부순환로2081,37.4770178648,126.9798536025,서울특별시,동작구,남부순환로2081,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
376,서울특별시 동작구 여의대방로44길 47,37.5099254976,126.9304271065,서울특별시,동작구,여의대방로44길 47,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
377,서울특별시 동작구 등용로47,37.5057141224,126.9334168078,서울특별시,동작구,등용로47,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
378,서울특별시 강남구 강남대로128길 59,37.5120658723,127.0260871882,서울특별시,강남구,강남대로128길 59,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
379,서울특별시 강남구 도곡로 27길 27,37.4945385899,127.0418310653,서울특별시,강남구,도곡로 27길 27,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
380,서울특별시 강남구 봉은사로 332,37.5097867111,127.0432194464,서울특별시,강남구,봉은사로 332,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
381,서울특별시 강남구 광평로 51길 49,37.4921360359,127.0997526668,서울특별시,강남구,광평로 51길 49,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
382,강원도 속초시 동해대로 4341-1(노학동),38.2025145,128.568091,강원도,속초시,동해대로 4341-1(노학동),0,1,0,0,1,0,0,1,0,0,1,2011,2020,폐업,2
383,대전광역시 대덕구 덕암로234번길 44,36.440131,127.4265437478,대전광역시,대덕구,덕암로234번길 44,0,1,0,1,1,1,1,1,0,0,1,2017,2018,폐업,5
384,전라남도 장성군 남면 백운길 16,35.2438455,126.7801225,전라남도,장성군,남면 백운길 16,0,1,0,0,0,1,0,1,0,0,1,2017,2017,폐업,2
385,전라남도 장성군 장성읍 매화6길 13,35.3001674,126.7831600,전라남도,장성군,장성읍 매화6길 13,0,1,0,1,1,1,1,1,0,0,1,2017,2017,폐업,5
386,광주광역시 서구 상무대로1224번길 18 (양동),35.1551879,126.8967505,광주광역시,서구,상무대로1224번길 18 (양동),0,1,0,1,0,0,0,0,1,0,1,2009,0,운영,2
387,"광주광역시 서구 쌍학로 47 (쌍촌동,쌍촌주공아파트)",35.1473819834,126.8688295917,광주광역시,서구,"쌍학로 47 (쌍촌동,쌍촌주공아파트)",0,1,0,1,0,0,0,0,1,0,1,1995,0,운영,2
388,광주광역시 서구 화정로 87 (쌍촌동),35.1451732727,126.8668315274,광주광역시,서구,화정로 87 (쌍촌동),0,1,0,1,0,0,0,0,1,0,1,1996,0,운영,2
389,"광주광역시 서구 운천로32번길 25 (금호동,금호시영3단지아파트)",35.1357649533,126.8620804100,광주광역시,서구,"운천로32번길 25 (금호동,금호시영3단지아파트)",0,1,0,1,0,0,0,0,1,0,1,2002,0,운영,2
390,광주광역시 서구 군분2로 55 (화정동),35.1579270,126.8805144,광주광역시,서구,군분2로 55 (화정동),0,1,0,1,0,0,0,0,1,0,1,2008,0,운영,2
391,전라남도 여수시 학동서4길 58-16(학동),34.7630546,127.6588107,전라남도,여수시,학동서4길 58-16(학동),0,1,0,1,0,0,0,0,1,0,1,2019,2019,폐업,2
392,전라남도 여수시 국동5길7(국동),34.7320273,127.7171205,전라남도,여수시,국동5길7(국동),0,1,0,1,0,0,0,0,1,0,1,2019,2019,폐업,2
393,전라남도 여수시 여문2로 11-10,34.7494633,127.6929662,전라남도,여수시,여문2로 11-10,0,1,0,1,0,0,0,0,1,0,1,2019,2019,폐업,2
394,전라남도 여수시 덕양로 414,34.7948937,127.6331565,전라남도,여수시,덕양로 414,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
395,전라남도 여수시 미평로77-1,34.7702816,127.7083666,전라남도,여수시,미평로77-1,0,1,0,1,0,0,0,1,0,0,1,2019,2019,폐업,2
396,충청남도 청양군 청양읍 칠갑산로 221,36.451585,126.801164,충청남도,청양군,청양읍 칠갑산로 221,0,1,0,0,0,1,0,0,0,0,1,0,0,운영,1
397,충청남도 청양군 화성면 산당로 5-3,36.428099,126.714142,충청남도,청양군,화성면 산당로 5-3,0,1,0,0,0,0,0,0,0,0,1,0,0,운영,0
398,경기도 성남시 수정구 탄리로81번길7,37.4430176,127.1349943,경기도,성남시,수정구 탄리로81번길7,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
399,경기도 성남시 수정구 남문로111번길3,37.4477130,127.1386285,경기도,성남시,수정구 남문로111번길3,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
400,경기도 성남시 수정구 수정남로 142,37.4433394,127.1432487,경기도,성남시,수정구 수정남로 142,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
401,경기도 성남시 수정구 성남대로1314,37.4472214,127.1271008,경기도,성남시,수정구 성남대로1314,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
402,경기도 성남시 중원구 원터로93번길 10(성남동),37.4349108,127.1422248,경기도,성남시,중원구 원터로93번길 10(성남동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
403,경기도 성남시 중원구 금빛로 89(금광동),37.4497032,127.1660150,경기도,성남시,중원구 금빛로 89(금광동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
404,경기도 성남시 중원구 둔촌대로425번길 44(상대원동),37.4368670,127.1649810,경기도,성남시,중원구 둔촌대로425번길 44(상대원동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
405,경기도 성남시 분당구 불정로 50,37.3576027,127.1125099,경기도,성남시,분당구 불정로 50,0,1,0,1,1,1,1,1,1,0,0,0,0,운영,6
406,경기도 성남시 분당구 판교역로 99,37.3902271,127.1086108,경기도,성남시,분당구 판교역로 99,0,1,0,1,1,1,1,1,1,0,0,0,0,운영,6
407,경기도 성남시 중원구 희망로 374(상대원동),37.4389549,127.1589425,경기도,성남시,중원구 희망로 374(상대원동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
408,경기도 성남시 중원구 마지로155번길 27(하대원동),37.4278379,127.1494286,경기도,성남시,중원구 마지로155번길 27(하대원동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
409,경상북도 경산시 하양읍 문화로32(금락리),35.9118027181,128.813802139,경상북도,경산시,하양읍 문화로32(금락리),0,1,0,1,1,1,1,1,0,0,1,2015,0,운영,5
410,경상북도 경산시 경청로222길79(백천동),35.801792293,128.747807861,경상북도,경산시,경청로222길79(백천동),0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
411,경상북도 경산시 원효로26길5(계양동),35.8219190439,128.750838187,경상북도,경산시,원효로26길5(계양동),0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
412,"경상북도 경산시 경청로222길9-1(백천동, 백천주공아파트)",35.8042151314,128.740812231,경상북도,경산시,"경청로222길9-1(백천동, 백천주공아파트)",0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
413,충청남도 보령시 중앙로 15,36.3458273,126.5985429,충청남도,보령시,중앙로 15,0,1,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
414,충청남도 보령시 대천로 113,36.3560497125,126.6038988277,충청남도,보령시,대천로 113,0,1,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
415,서울특별시 서대문구 세검정로1길 116 (홍은동),37.5953267,126.9464065,서울특별시,서대문구,세검정로1길 116 (홍은동),0,1,0,1,1,1,1,1,1,1,1,0,0,운영,7
416,서울특별시 서대문구 모래내로 177 (남가좌동),37.5714004,126.9200551,서울특별시,서대문구,모래내로 177 (남가좌동),0,1,0,1,1,1,1,1,1,1,1,0,0,운영,7
417,서울특별시 서대문구 독립문로8길 57 (천연동),37.5679923,126.959129,서울특별시,서대문구,독립문로8길 57 (천연동),0,1,0,1,1,1,1,1,1,1,1,0,0,운영,7
418,전라남도 목포시 호남로67번길 5,34.7948173243,126.3859920267,전라남도,목포시,호남로67번길 5,0,1,0,1,1,1,1,1,0,0,1,1993,0,운영,5
419,인천광역시 미추홀구 학익소로37번길 17(주안동),37.4456411,126.6703156,인천광역시,미추홀구,학익소로37번길 17(주안동),0,1,0,1,1,1,1,1,1,0,1,1996,0,운영,6
420,인천광역시 미추홀구 구월로24(주안동),37.4574457,126.6895176,인천광역시,미추홀구,구월로24(주안동),0,1,0,1,0,1,0,1,0,0,1,1998,0,운영,3
421,인천광역시 미추홀구 염창로 97(주안동),37.4655182,126.6827563,인천광역시,미추홀구,염창로 97(주안동),0,1,0,1,1,1,1,1,0,0,1,2001,0,운영,5
422,강원도 춘천시 공지로 234-16(효자동),37.864336,127.7381905011,강원도,춘천시,공지로 234-16(효자동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
423,강원도 춘천시 근화길 95(효자동),37.8703025081,127.7227162529,강원도,춘천시,근화길 95(효자동),0,1,0,1,1,1,1,1,1,0,1,0,0,운영,6
424,강원도 춘천시 후석로 228번길 24(후평동),37.8720106565,127.7560015981,강원도,춘천시,후석로 228번길 24(후평동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
425,서울특별시 서대문구 경기대로9길 62 (충정로3가),37.5642945,126.9608681,서울특별시,서대문구,경기대로9길 62 (충정로3가),0,1,0,0,1,0,0,1,0,0,1,2006,0,운영,2
426,서울특별시 서대문구 증가로20길 43 (북가좌동),37.5811622,126.9178943,서울특별시,서대문구,증가로20길 43 (북가좌동),0,1,0,1,1,1,1,1,1,0,1,0,0,운영,6
427,서울특별시 서대문구 홍제천로2길 111 (연희동),37.572188,126.9235123,서울특별시,서대문구,홍제천로2길 111 (연희동),0,1,0,1,1,1,1,1,1,1,1,0,0,운영,7
428,인천광역시 연수구 함박뫼로 194,37.42110245,126.6877626,인천광역시,연수구,함박뫼로 194,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
429,인천광역시 연수구 청학로12번길 53,37.42767715,126.666614,인천광역시,연수구,청학로12번길 53,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
430,인천광역시 연수구 송도교육로61,37.3716122836,126.6598573847,인천광역시,연수구,송도교육로61,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
431,인천광역시 연수구 원인재로 212,37.4150145020,126.6875029920,인천광역시,연수구,원인재로 212,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
432,인천광역시 연수구 선학로 14,37.4178505262,126.6950897231,인천광역시,연수구,선학로 14,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
433,인천광역시 연수구 원인재로 315,37.4213223667,126.6908760712,인천광역시,연수구,원인재로 315,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
434,경기도 동두천시 평화로 2285,37.8918364,127.0556432,경기도,동두천시,평화로 2285,0,1,0,0,0,1,0,0,0,0,1,0,0,운영,1
435,서울특별시 서대문구 북아현로4마길 26-24 (북아현동),37.559447,126.9604714,서울특별시,서대문구,북아현로4마길 26-24 (북아현동),0,1,0,1,1,1,1,1,1,1,1,2000,0,운영,7
436,충청남도 천안시 서북구 미라11길 16,36.8042784793,127.1292883019,충청남도,천안시,서북구 미라11길 16,0,1,0,1,1,1,1,1,0,0,1,2018,2018,폐업,5
